class_id,rank,gender,caste,region,seat_category,branch_code,branch,college_code,college,students_per_class,fee
2,78682,F,OC,OU,SC_GIRLS_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
3,80003,M,OC,OU,SC_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
4,43732,M,BC_A,OU,OC_GEN_UR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
5,78915,M,BC_D,OU,BC_D_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
6,54960,F,BC_D,AU,BC_B_GIRLS_UR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
7,67388,M,BC_D,OU,BC_B_GIRLS_UR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
8,58838,M,ST,OU,ST_CAP_GEN_UR(0),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
9,51871,M,BC_D,OU,BC_D_GEN_UR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
10,64712,F,BC_A,OU,BC_A_GEN_UR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
11,58552,M,OC,OU,SC_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
12,70941,M,OC,OU,SC_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
13,69089,M,OC,OU,OC_PHO_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
14,84382,M,OC,OU,ST_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
15,76620,M,OC,OU,SC_GEN_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
16,64871,F,OC,OU,SC_GIRLS_OU,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
1,62994,M,OC,AU,BC_B_GEN_UR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
2,81272,M,BC_D,OU,BC_D_GEN_UR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
3,43749,M,OC,OU,SC_CAP_GEN_UR(0),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",42,45000
1,74447,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
2,56799,M,ST,OU,ST_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
3,58944,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
4,48652,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
5,57999,F,OC,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
6,77280,M,ST,OU,ST_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
7,55212,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
8,76286,F,BC_A,OU,BC_A_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
9,80017,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
10,54053,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
11,65439,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
12,53638,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
13,60213,F,OC,OU,BC_A_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
14,63398,M,BC_D,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
15,74788,M,BC_B,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
16,68855,M,BC_D,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
17,58834,F,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
18,44194,M,OC,SVU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
19,34889,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
20,57149,M,OC,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
21,60179,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
22,50730,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
23,75879,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
24,80612,F,SC,OU,SC_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
25,42701,M,OC,AU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
26,85130,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
27,32852,F,BC_B,SVU,BC_B_CAP_GIRLS_UR(0),CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
28,48523,F,OC,OU,OC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
29,24345,M,OC,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
30,35087,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
31,79974,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
32,48040,M,OC,OU,OC_PHO_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
33,52738,F,OC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
34,58137,F,OC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
35,38346,M,BC_A,SVU,BC_A_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
36,53684,F,OC,AU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
37,13920,F,OC,SVU,OC_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
38,53437,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
39,57943,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
40,36110,F,BC_D,OU,BC_D_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
41,82300,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
42,74497,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
43,76377,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
44,63203,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
45,60903,F,OC,OU,BC_A_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
46,77253,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
47,58755,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
48,71129,M,BC_B,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
49,54858,F,OC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
50,64751,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
51,81026,M,BC_D,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
52,72487,M,BC_D,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
53,81019,M,BC_B,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
54,53047,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
55,64362,F,OC,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
56,50684,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
57,47507,F,BC_D,OU,BC_D_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
58,59408,M,SC,OU,SC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
59,45975,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
60,63547,M,OC,OU,BC_C_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
61,54604,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
62,60588,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
63,68032,M,BC_D,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
64,78856,M,BC_E,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
65,61984,F,BC_E,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
66,55884,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
67,69048,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
68,15571,F,OC,AU,OC_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
69,66551,M,BC_B,AU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
70,85381,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
71,54743,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
72,58337,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
73,44015,M,BC_B,OU,BC_B_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
74,77159,M,BC_B,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
75,44203,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
76,36450,F,OC,OU,OC_CAP_GIRLS_UR(0),CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
77,59154,F,OC,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
78,36039,M,OC,OU,OC_PHV_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
79,81248,M,BC_D,OU,BC_B_NCC_GEN_OU(0),CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
80,53584,F,OC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
81,65396,M,BC_D,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
82,75326,M,BC_B,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
83,27289,F,OC,OU,OC_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
84,43942,F,BC_D,OU,BC_D_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
85,23965,M,BC_D,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
86,83592,M,BC_B,OU,BC_E_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
87,76884,M,BC_D,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
88,64265,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
89,52212,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
90,82480,F,SC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
91,71283,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
92,23464,M,OC,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
93,51474,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
94,40497,M,BC_E,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
95,54948,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
96,52280,F,OC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
97,37958,M,BC_D,OU,BC_D_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
98,47567,F,ST,OU,ST_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
99,77655,M,BC_B,OU,BC_E_PHO_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
100,67057,F,OC,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
101,62087,M,OC,OU,BC_C_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
102,50099,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
103,73515,M,BC_D,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
104,36634,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
105,56934,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
106,74121,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
107,51577,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
108,77542,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,DRKC,"DRKC  -  D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",126,45000
